created_at,decision_id,decision_status,symbol,side,quantity,limit_price,reason_code,reason_detail,entry_allowed,data_fresh,selected_for_portfolio,score,source_snapshot_id,source_price_ts,source_type,regime_state,intraday_state,runtime_state_capture_status,state_source_snapshot_id
2026-06-02T19:19:50.448348Z,decision-b4d006ec535f4689,PAPER_ORDER_CANDIDATE,AMD,BUY,1,517.9201,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5,2026-06-02T19:19:39.584871Z:AMD,2026-06-02T19:10:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T19:14:27.056258Z,decision-6269ce23bce749ea,PAPER_ORDER_CANDIDATE,AMD,BUY,1,517.9201,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5,2026-06-02T19:14:15.625147Z:AMD,2026-06-02T19:10:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-01T14:00:53.058888Z,decision-9e9c9fde75d9474f,PAPER_ORDER_CANDIDATE,MSFT,BUY,1,465.08,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5636363636363636,2026-06-01T14:00:51.660996Z:MSFT,2026-06-01T13:55:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-06-01T13:55:42.248611Z,decision-2126219275d84c37,PAPER_ORDER_CANDIDATE,MSFT,BUY,1,463.76,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5636363636363636,2026-06-01T13:55:40.817465Z:MSFT,2026-06-01T13:55:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-06-01T13:35:06.080752Z,decision-e1757a9ae9fd474b,PAPER_ORDER_CANDIDATE,MSFT,BUY,1,460.11,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5636363636363636,2026-06-01T13:35:04.160161Z:MSFT,2026-06-01T13:35:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-05-29T15:02:33.794340Z,decision-140dd24cab8442b0,PAPER_ORDER_CANDIDATE,MSFT,BUY,1,444.4872,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5636363636363636,2026-05-29T15:02:31.906503Z:MSFT,2026-05-29T15:00:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-05-28T16:23:16.271251Z,decision-4780a8382e3543c7,PAPER_ORDER_CANDIDATE,MSFT,BUY,1,425.38,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5636363636363636,2026-05-28T16:23:14.775572Z:MSFT,2026-05-28T16:20:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-05-28T15:29:48.268822Z,decision-699c44856c844c50,PAPER_ORDER_CANDIDATE,AMD,BUY,1,521.21,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5227272727272727,2026-05-28T15:29:46.777645Z:AMD,2026-05-28T15:20:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-05-28T15:21:20.897346Z,decision-5d96f24875aa4aa2,PAPER_ORDER_CANDIDATE,AMD,BUY,1,521.21,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5227272727272727,2026-05-28T15:21:19.353631Z:AMD,2026-05-28T15:20:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-05-27T15:20:38.933338Z,decision-3efd497736a34aab,PAPER_ORDER_CANDIDATE,AMZN,BUY,1,271.095,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5318181818181817,2026-05-27T15:20:37.299931Z:AMZN,2026-05-27T15:10:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
2026-05-27T15:17:04.688402Z,decision-142a7078eafe4520,PAPER_ORDER_CANDIDATE,AMZN,BUY,1,271.095,RUNTIME_SIGNAL_SELECTED,BREAKOUT + MA_TREND,1,1,1,0.5318181818181817,2026-05-27T15:17:03.118117Z:AMZN,2026-05-27T15:10:00Z,KIS_CURRENT_PRICE_APPENDED,,,,
