candidate_status,symbol_status,universe_scope,expected_universe_count,evaluated_symbol_count,fresh_symbol_count,selected_symbol_count,missing_or_stale_symbol_count,coverage_status,snapshot_id,created_at,symbol,bar_end_ts,close,data_fresh,entry_allowed,selected_for_portfolio,side,reason,score,source_price_ts,source_price,source_type,freshness_age_sec,stale_reason
NO_TRADE,FRESH_EVALUATED,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:AMD,2026-06-03T16:11:25.572085Z,AMD,2026-06-03T16:10:00Z,534.18,1,0,1,NONE,NO_ENTRY,0.5,2026-06-03T16:10:00Z,534.18,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,FRESH_EVALUATED,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:AMZN,2026-06-03T16:11:25.572085Z,AMZN,2026-06-03T16:10:00Z,250.18,1,0,1,NONE,NO_ENTRY,0.49375,2026-06-03T16:10:00Z,250.18,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,FRESH_EVALUATED,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:MSFT,2026-06-03T16:11:25.572085Z,MSFT,2026-06-03T16:10:00Z,426.16,1,0,1,NONE,NO_ENTRY,0.49374999999999997,2026-06-03T16:10:00Z,426.16,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:NVDA,2026-06-03T16:11:25.572085Z,NVDA,2026-06-03T16:10:00Z,216.2399,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,0.4375,2026-06-03T16:10:00Z,216.2399,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:AVGO,2026-06-03T16:11:25.572085Z,AVGO,2026-06-03T16:10:00Z,484.28,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,0.3875,2026-06-03T16:10:00Z,484.28,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:GOOGL,2026-06-03T16:11:25.572085Z,GOOGL,2026-06-03T16:10:00Z,360.07,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,0.325,2026-06-03T16:10:00Z,360.07,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:TSLA,2026-06-03T16:11:25.572085Z,TSLA,2026-06-03T16:10:00Z,423.42,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,0.25625,2026-06-03T16:10:00Z,423.42,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:META,2026-06-03T16:11:25.572085Z,META,2026-06-03T16:10:00Z,613.895,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,0.25625,2026-06-03T16:10:00Z,613.895,KIS_CURRENT_PRICE_APPENDED,85.572085,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:PH,2026-06-03T16:11:25.572085Z,PH,2026-06-03T16:11:25.572085Z,852.695,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,852.695,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:PANW,2026-06-03T16:11:25.572085Z,PANW,2026-06-03T16:11:25.572085Z,282.96,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,282.96,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:ORCL,2026-06-03T16:11:25.572085Z,ORCL,2026-06-03T16:11:25.572085Z,230.73,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,230.73,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:OKTA,2026-06-03T16:11:25.572085Z,OKTA,2026-06-03T16:11:25.572085Z,125.26,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,125.26,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:NVO,2026-06-03T16:11:25.572085Z,NVO,2026-06-03T16:11:25.572085Z,42.1014,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,42.1014,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:NOW,2026-06-03T16:11:25.572085Z,NOW,2026-06-03T16:11:25.572085Z,120.6216,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,120.6216,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:MSTR,2026-06-03T16:11:25.572085Z,MSTR,2026-06-03T16:11:25.572085Z,131.43,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,131.43,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:NET,2026-06-03T16:11:25.572085Z,NET,2026-06-03T16:11:25.572085Z,262.73,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,262.73,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:NEE,2026-06-03T16:11:25.572085Z,NEE,2026-06-03T16:11:25.572085Z,85.575,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,85.575,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:MRVL,2026-06-03T16:11:25.572085Z,MRVL,2026-06-03T16:11:25.572085Z,307.3177,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,307.3177,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:MRNA,2026-06-03T16:11:25.572085Z,MRNA,2026-06-03T16:11:25.572085Z,47.275,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,47.275,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:MDB,2026-06-03T16:11:25.572085Z,MDB,2026-06-03T16:11:25.572085Z,370.9,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,370.9,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:MBLY,2026-06-03T16:11:25.572085Z,MBLY,2026-06-03T16:11:25.572085Z,10.95,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,10.95,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:NOC,2026-06-03T16:11:25.572085Z,NOC,2026-06-03T16:11:25.572085Z,536.36,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,536.36,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:PLTR,2026-06-03T16:11:25.572085Z,PLTR,2026-06-03T16:11:25.572085Z,143.72,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,143.72,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:VST,2026-06-03T16:11:25.572085Z,VST,2026-06-03T16:11:25.572085Z,155.2707,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,155.2707,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:PYPL,2026-06-03T16:11:25.572085Z,PYPL,2026-06-03T16:11:25.572085Z,42.6,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,42.6,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:LMT,2026-06-03T16:11:25.572085Z,LMT,2026-06-03T16:11:25.572085Z,523.125,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,523.125,KIS_CURRENT_PRICE_APPENDED,0.0,
NO_TRADE,NOT_SELECTED_BY_PORTFOLIO,theme_10x7,70,70,70,3,0,FULL_UNIVERSE_EVALUATED,2026-06-03T16:11:25.572085Z:VRTX,2026-06-03T16:11:25.572085Z,VRTX,2026-06-03T16:11:25.572085Z,425.18,1,0,0,NONE,NOT_SELECTED_BY_PORTFOLIO,-1.0,2026-06-03T16:11:25.572085Z,425.18,KIS_CURRENT_PRICE_APPENDED,0.0,
