relative_path,artifact_class,size_bytes,sha256
artifact_manifest.csv,small_table,1270,ac959f7e15dd49db0f8f9012a781be1018bbb64c33a254cac17f85eb7e12d3cf
task683_active_catalyst_low_reinterpretation.csv,small_table,10232,32630b71b5b071680ec61b421903c38436c9966ecc266e9fdb2c5b7d5c538e63
task683_active_mixed_context_decomposition.csv,small_table,11700,1bce87710de796018cadc4d128a596b5121f189a064ba48e047495902a7f5f38
task683_context_superiority_contract.csv,small_table,1115,4d10e463b8f63c12c6e67085dba35b2d20d03bb60d4e9b23c55848185262b404
task683_engine_context_gap_audit.csv,small_table,1769,81cb00f18f3252a95cf89e0dd93f38e45d6a6e091dc71c7ae87b084489a9de87
task683_engine_distribution_audit.csv,small_table,4971,a29ab66c21c2d833c78711a138e6e476c5c0c5276f61a596e084b255bf8811ec
task683_method_context_sources.csv,small_table,1579,d1650eb8b421c07298808a199c8d94d412738f3023a5bc6dabd6fed24b9b1698
task683_same_symbol_conflict_interpreter.csv,small_table,25910,4cabef7588e1d4c00d0c1eb7a7b8fded6ba0f0b7559bc914da913d2538c3b3bd
task_683_decision.csv,decision,558,b728fe5d329b7d588cd58120738bcfe1995da5a3b2079d4c952b2471a620c794
task_683_firm_grade_context_gather_5_engine_review.md,report,69169,7d0118dbdfa447535ff621d8e73debfb3f81bdfa66d0418850e2dacc337d7575
task_683_gpt_panel_review.md,report,2445,e467f36bdbc43fdbbb67fb9919d1a66213a0353192c5e510b989dc1d964d7b9a
task_683_pass_fail_matrix.csv,small_table,479,fb9275cda46e608d14340ae0f964890f4545d01aed9aabf01685f18756eec3e0
