relative_path,artifact_class,size_bytes,sha256
artifact_manifest.csv,small_table,1670,515685c2ccaef840db1198a30fc6b76743aa72be4f71ea53f7fc4d310c3c0865
task672_active_relation_cap3_axis_exposure.csv,small_table,4865,c48ad1efee2812801095c9722c1d60d2858f888866c8cba813405dd47bc8709f
task672_axis_value_performance.csv,small_table,17565,7b9df9416fa7fb3df9b83e58d3f4d131e35fad18ffc6de1cbd116024aca2db35
task672_candidate_grid_reference.csv,small_table,6072,35dbc3d5e0f13de0ad29374086e28868dbd2edbb23f7f9367712d76527b3b0ba
task672_capacity_context_report.csv,small_table,17512,1d076b6d15df3c82afa3d0791bd477be95dc9a34def3fc1e6ca4cad1a3fb5911
task672_comparison_summary.csv,small_table,3818,abda2be969fd5d9fb9fabd0a17e17d1a45fa89118cd0d37bf074c248fbe639cf
task672_forbidden_input_audit.csv,small_table,390,c844786eaf4732e5d5e409a4ec851aff9330495a6e8d17f520a89384da31ea23
task672_mdd_axis_exposure_report.csv,small_table,5929,4081c7c886c7d0cefbd3b60ff2309edd1a1a91a809b855cb7dcb18ac38a41967
task672_sparse_cell_report.csv,small_table,182829,215eb05ec86f29c360076b97bc1145889e75fab2d156323c18a5ec94217ec5a9
task672_state_axis_panel.csv,small_table,4975870,3b748d4423e5e15bc2da8c2ff4402397063fb580b593aae843564b9bbd26ad3c
task_672_current_data_state_axis_panel.md,report,31539,1baee0efbdf71f157991290b72d5ff5a0a048cedb75b75d52f43225c4ec1159a
task_672_decision.csv,decision,793,686b71076aeeec6b678b78c318ce03a54eda42ad928c001bfed1f0a3d0932ce6
task_672_gpt_diagnosis_response.md,report,7915,0f0988376f8694d26d6754ed57b4488f7c0ff5eeb2b79b2000a0038721342fee
task_672_pass_fail_matrix.csv,small_table,942,eea5a53d7290e2c940802de795a9cf03c72202150cc5f6942544be1c9a492f7c
