relative_path,artifact_class,size_bytes,sha256
artifact_manifest.csv,small_table,1572,0fdc796b25f2163f93276916359b07b004dd931917236c50c51985d9dd219933
task730_candidate_economic_reality_bundle.csv,small_table,65556,dc8d077854e18b6cd022fea999d2e547d4ec670162c4544a5d3eedc68bc146e8
task730_coderabbit_review_audit.csv,small_table,436,cedebf049a4729cab3f99d5fae0404eca7bf19b50f8f6daaf8732b0ea316b7c4
task730_denominator_audit.csv,small_table,333,55628f8d40b2b5482cc0bb662c30321a1f90263a5eedb77f3a1c184f3cd88e54
task730_event_economic_reality_packets.csv,small_table,5532281,f3bca1993405a070aaf64e8ee1537a923167005c4cf191b7ab57c167d38935bb
task730_extraction_quality_audit.csv,small_table,468,2c3afc41a9a104901930133c271e4f0ccdef2a445c44fbb56f8a69391272da49
task730_governance_audit.csv,small_table,416,d07f95d0439ed2a3514fcb8fe857caf58999cd96d79b730a569e878925c9e42f
task730_gpt_institutional_review_summary.csv,small_table,719,5ed113071bfe6df91c23f96a2276002b428150996d8677b013f99b1dd10a1f60
task730_leakage_guardrail.csv,small_table,139,f40fb3ed8a3270e3754dbe3435be8e1a715c2715900b3ce831d1fb9bc5d13f10
task730_task729_injected_resolution.csv,small_table,2006101,214c5d2be2e025fe84ca561ebaa1bb50d7a367f7fdd92c86018025e1f18752e8
task_730_decision.csv,decision,594,9545548105559fa28b072784a5d93d4844d196e20c63585a947aa62df8ef6625
task_730_economic_reality_packet_builder.md,report,5334,033e5174c859a2afc064cf47483dcfe5a42a41e33d4b3b6c1eaebcc48f074d2c
task_730_pass_fail_matrix.csv,small_table,651,6888d1d4ee985a06cb50dfbfa10e30b01533552002ae2e3a86d2a127e64469c2
