path,type,purpose,created_or_modified,task_id
ops/task_registry.yaml,REGISTRY,register TASK-4101,modified,TASK-4101
ops/doc_registry.yaml,REGISTRY,register TASK-4101 documents,modified,TASK-4101
ops/context_bundles.yaml,GOVERNANCE,harden UI and TASK-4101 context bundle config,modified,TASK-4101
ops/profile_validation_rules.yaml,GOVERNANCE,UI profile validation rules,created,TASK-4101
scripts/ops/validate_context_bundle.py,SCRIPT,validate task and named bundles,modified,TASK-4101
scripts/ops/validate_task_profile_rules.py,SCRIPT,validate UI profile rules,created,TASK-4101
docs/generated_context/TASK-4101_context.md,GENERATED_CONTEXT,TASK-4101 context bundle,created,TASK-4101
docs/generated_context/TASK-4101_manifest.csv,GENERATED_CONTEXT,TASK-4101 context manifest,created,TASK-4101
docs/generated_context/UI-STORYBOOK-VISION_context.md,GENERATED_CONTEXT,UI Storybook Vision reusable context bundle,created,TASK-4101
docs/generated_context/UI-STORYBOOK-VISION_manifest.csv,GENERATED_CONTEXT,UI Storybook Vision reusable context manifest,created,TASK-4101
docs/reports/task_4101_context_bundle_hardening/report.md,TASK_REPORT,TASK-4101 report,created,TASK-4101
docs/reports/task_4101_context_bundle_hardening/artifact_manifest.csv,ARTIFACT_MANIFEST,TASK-4101 artifact manifest,created,TASK-4101
docs/reports/task_4101_context_bundle_hardening/validation_results.md,VALIDATION_REPORT,TASK-4101 validation results,created,TASK-4101
