path,type,purpose,created_or_modified,task_id
ops/task_registry.yaml,REGISTRY,register TASK-4102,modified,TASK-4102
ops/doc_registry.yaml,REGISTRY,register TASK-4102 documents,modified,TASK-4102
ops/context_bundles.yaml,GOVERNANCE,add TASK-4102 context bundle,modified,TASK-4102
ops/profile_validation_rules.yaml,GOVERNANCE,L4 profile validation rules,created,TASK-4102
scripts/ops/validate_task_profile_rules.py,SCRIPT,config-driven profile validator,created,TASK-4102
scripts/ops/validate_codex_closeout.py,SCRIPT,run task-specific validators during closeout,modified,TASK-4102
docs/generated_context/TASK-4102_context.md,GENERATED_CONTEXT,TASK-4102 context bundle,created,TASK-4102
docs/generated_context/TASK-4102_manifest.csv,GENERATED_CONTEXT,TASK-4102 context manifest,created,TASK-4102
docs/reports/task_4102_l4_profile_validator_hardening/report.md,TASK_REPORT,TASK-4102 report,created,TASK-4102
docs/reports/task_4102_l4_profile_validator_hardening/artifact_manifest.csv,ARTIFACT_MANIFEST,TASK-4102 artifact manifest,created,TASK-4102
docs/reports/task_4102_l4_profile_validator_hardening/validation_results.md,VALIDATION_REPORT,TASK-4102 validation results,created,TASK-4102
