relative_path,artifact_class,size_bytes,sha256
accepted_trade_delta.csv,small_table,21066,0b707f22a71ec58271d3b34f608599c83a45d8f9c7875b947049a8322abf526f
artifact_manifest.csv,small_table,1293,5b5e4afaf2c2237b98fbe78063d13519a47a5b631faa0295aadc7d2dfbe1daa4
mdd_interval_trade_attribution.csv,small_table,424,1c2eafaf2e9b1054f66b17c9c24f6128c3a9d6346ed4c79a34e8b7efdf8c7b27
priority_equity_curve_comparison.csv,small_table,32196,b06d083e76e309d10fb856ddda3f39850a33b3087ebf84777210d69f1e0aacfc
priority_mdd_active_trade_inventory.csv,small_table,7914,b53a17a5946f3aabc6d70dc91621eee2b88ef16a72295ef4e15c7579a1c48aff
priority_mdd_interval_summary.csv,small_table,741,e990d6c0370635fe32ccf2dd387c04d7d6b384fab69e0d562bf082f33cfb3546
risk_cap_research_findings.csv,small_table,605,8dfd2f72d765ff6a4e429ef7d5768e9d2007045fd412d5e5bbc4a596fe88455d
slot_displacement_pairs.csv,small_table,10773,66d4a3af622c0702664716b3362740858fe64bbf38cb922031327816c3f5bd8a
task_665_decision.csv,decision,804,197cb85281c09a52f8896fafaaea806b56b7daac11feb1134b5648e556119058
task_665_gpt_review_packet.md,report,1202,510c6954bb65c83bf1db1128ea0385dc22efe3111138e9be593692790ea3cb93
task_665_gpt_review_response.md,report,1465,ddd2afb196a169b9700f4d151bfe33b0fba666d7255c5f3d98a368357db127c1
task_665_pass_fail_matrix.csv,small_table,476,b4719b162b8c77afe06bb7d13c056af857292b87595c8ffbe471b5a1793a264c
task_665_priority_mdd_attribution.md,report,23114,750dfc62f928f0fd8236b4375d9b13079ee34c101273b7e319363d70a4c335b7
