relative_path,artifact_class,size_bytes,sha256
artifact_manifest.csv,small_table,2543,8ba5b0047547a158be933345163ebe63fcf3860966124d3d46a2d9a14d4d3644
backfill_dry_run_smoke.csv,small_table,1733,538c10790e44b0e07eb9afa00dfead9ea8ad96e13dbd873850cca06c00e82da9
backfill_probe_amd_20240102_quotes_10min.csv,small_table,491,34d62abfac5f6fcd8f11ce14819cb114c23641a3f095d254a83fcb380b29aa03
backfill_probe_amd_20240102_trades_chunked.csv,small_table,2214,6838716bb0b7067aa6a264b71972e0d77dbbbfef2f49a7e82fc2582fcd846c69
backfill_quotes_001_AFRM.csv,small_table,102136,7e5bee2bdd135abc7681b2fdd556eb759366ed32334716b76c8e38dd92fd93cb
backfill_quotes_10min_dry_run.csv,small_table,466,1831ab2041e74c7cbf6cf2fe4c3a1a12a9fc529680c6a52aed6400921987919f
backfill_safe_dry_run.csv,small_table,367,969d9df43dfab6ca7b144f2652c23569387c0d64a1ebe8dd866ed327d1d2099b
backfill_safe_dry_run_chunked.csv,small_table,2038,17b9f5d5b80da3477eaa72a36b6b5dd955014c5160036e5f0354aa180d59e0c1
task_646_backfill_command_plan.csv,small_table,10053,18f48e4d91325b88b089939f15e6e2f0e18031d7e178a498321ef501d20fff21
task_646_backfill_process_stderr.log,other,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
task_646_backfill_process_stdout.log,other,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
task_646_catalog_query_contract.csv,small_table,464,f4a367812ed457bdc3d1e2a3505a371a03129bcdbbbd00e12a4f4c6c57a0aa3c
task_646_coverage_audit.csv,small_table,267,56f631c71ce249ef342d3ec293ddb915d131c2b8ce6d4c2e1f44de251ee80dd4
task_646_decision.csv,decision,506,403bb58bd13577254e3243474a514e715782f2049afe3d621ec427642fc6f6c1
task_646_full_backfill_progress.log,other,338,da6040f42ac9ddaa610f199e47c540c8abe8493f185c75e4819eb3dfa60f12ea
task_646_full_microstructure_data_lake.md,report,37894,2d4d5493016711eac12c7ddcef6431b43c94a7c5eeeea19fd8295aa487c0caa2
task_646_gpt_design_packet.txt,other,2872,e9310b46ffeb4b176f7b2271852fea46ec4a4653f40ce9062b6c19c2a8e4e6fb
task_646_gpt_design_response.md,report,14597,2b8f77407489f95963675f6484e4b2f0b70baea6018ff02f4555618db80d6b6a
task_646_integrity_audit.csv,small_table,377,ebe715c295fa686735bed339e7a89a946259014adfbce982033bfaf4b15777fe
task_646_pass_fail_matrix.csv,small_table,671,50e61762249eb9de8242a56490d7de2206e6f2fc68f7aaeadceb2f67689b8cc7
task_646_raw_data_catalog.csv,small_table,9894,8db019031c84a566406b7b1d07773f23f3ef1f6a9f3aafaf5f31038749ec7023
task_646_universe_scope.csv,small_table,11366,ac29139ea77bf9d5e4b38bdd333f86f017770c3924f817d23fd01f4eec99e271
